OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,OFFENCE,MCI_CATEGORY,NEIGHBOURHOOD_140
2025-01-23 05:00:00,2025,January,23,Thursday  ,16,Transit,Assault,Assault,Newtonbrook West (36)
2025-01-23 05:00:00,2025,January,23,Thursday  ,13,Apartment,Assault,Assault,Cabbagetown-South St.James Town (71)
2025-01-24 05:00:00,2025,January,24,Friday    ,12,Outside,Assault With Weapon,Assault,Bedford Park-Nortown (39)
2025-01-24 05:00:00,2025,January,24,Friday    ,12,Outside,Assault With Weapon,Assault,Bedford Park-Nortown (39)
2025-01-24 05:00:00,2025,January,24,Friday    ,12,Outside,Assault With Weapon,Assault,Bedford Park-Nortown (39)
2025-01-24 05:00:00,2025,January,24,Friday    ,12,Outside,Assault With Weapon,Assault,Bedford Park-Nortown (39)
2025-01-24 05:00:00,2025,January,24,Friday    ,12,Outside,Assault With Weapon,Assault,Bedford Park-Nortown (39)
2025-01-05 05:00:00,2025,January,5,Sunday    ,11,Apartment,Assault With Weapon,Assault,Downsview-Roding-CFB (26)
2025-01-09 05:00:00,2025,January,9,Thursday  ,23,House,Assault With Weapon,Assault,Blake-Jones (69)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,House,Assault With Weapon,Assault,Glenfield-Jane Heights (25)
2025-01-24 05:00:00,2025,January,24,Friday    ,2,Apartment,Assault With Weapon,Assault,North St.James Town (74)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,House,Assault With Weapon,Assault,Steeles (116)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Outside,Assault,Assault,Dufferin Grove (83)
2025-01-18 05:00:00,2025,January,18,Saturday  ,2,Commercial,Assault,Assault,Dovercourt-Wallace Emerson-Junction (93)
2025-01-23 05:00:00,2025,January,23,Thursday  ,11,Outside,Assault,Assault,Regent Park (72)
2025-01-23 05:00:00,2025,January,23,Thursday  ,13,Educational,Assault,Assault,Bathurst Manor (34)
2025-01-01 05:00:00,2025,January,1,Wednesday ,14,Commercial,Assault,Assault,Willowridge-Martingrove-Richview (7)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Outside,Assault,Assault,North Riverdale (68)
2025-01-24 05:00:00,2025,January,24,Friday    ,16,Outside,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Outside,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-24 05:00:00,2025,January,24,Friday    ,15,Outside,Assault,Assault,Yonge-St.Clair (97)
2025-01-21 05:00:00,2025,January,21,Tuesday   ,20,Apartment,Assault,Assault,Oakridge (121)
2025-01-24 05:00:00,2025,January,24,Friday    ,19,Apartment,Assault,Assault,Church-Yonge Corridor (75)
2025-01-24 05:00:00,2025,January,24,Friday    ,19,Outside,Assault,Assault,Long Branch (19)
2025-01-24 05:00:00,2025,January,24,Friday    ,18,Outside,Theft From Motor Vehicle Over,Theft Over,Newtonbrook West (36)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,Outside,Theft From Motor Vehicle Over,Theft Over,Hillcrest Village (48)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Educational,Assault,Assault,Black Creek (24)
2025-01-23 05:00:00,2025,January,23,Thursday  ,17,House,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-01-23 05:00:00,2025,January,23,Thursday  ,20,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,House,Theft Of Motor Vehicle,Auto Theft,Rouge (131)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Other,Assault With Weapon,Assault,Bayview Village (52)
2025-01-24 05:00:00,2025,January,24,Friday    ,10,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-23 05:00:00,2025,January,23,Thursday  ,22,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,Commercial,Assault With Weapon,Assault,Church-Yonge Corridor (75)
2025-01-24 05:00:00,2025,January,24,Friday    ,7,Transit,Assault With Weapon,Assault,Willowdale West (37)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,Outside,Assault,Assault,Woodbine Corridor (64)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Apartment,Theft Over,Theft Over,High Park North (88)
2025-01-15 05:00:00,2025,January,15,Wednesday ,12,Commercial,Theft Over,Theft Over,Wexford/Maryvale (119)
2025-01-23 05:00:00,2025,January,23,Thursday  ,5,Commercial,Theft Over,Theft Over,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,2,House,Theft Of Motor Vehicle,Auto Theft,Agincourt North (129)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,House,Theft Of Motor Vehicle,Auto Theft,Newtonbrook East (50)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,Commercial,Theft Of Motor Vehicle,Auto Theft,Wexford/Maryvale (119)
2025-01-23 05:00:00,2025,January,23,Thursday  ,17,House,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-01-23 05:00:00,2025,January,23,Thursday  ,20,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Mimico (includes Humber Bay Shores) (17)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,House,Theft Of Motor Vehicle,Auto Theft,The Beaches (63)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,House,Theft Of Motor Vehicle,Auto Theft,Flemingdon Park (44)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,House,Theft Of Motor Vehicle,Auto Theft,Rouge (131)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,House,Theft Of Motor Vehicle,Auto Theft,Centennial Scarborough (133)
2025-01-23 05:00:00,2025,January,23,Thursday  ,22,Outside,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-01-23 05:00:00,2025,January,23,Thursday  ,17,Outside,Theft Of Motor Vehicle,Auto Theft,Morningside (135)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,Commercial,Theft Of Motor Vehicle,Auto Theft,St.Andrew-Windfields (40)
2025-01-23 05:00:00,2025,January,23,Thursday  ,19,Apartment,Theft Of Motor Vehicle,Auto Theft,Victoria Village (43)
2025-01-24 05:00:00,2025,January,24,Friday    ,5,House,Theft Of Motor Vehicle,Auto Theft,Victoria Village (43)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Commercial,Assault - Force/Thrt/Impede,Assault,Bay Street Corridor (76)
2025-01-24 05:00:00,2025,January,24,Friday    ,13,House,B&E,Break and Enter,L'Amoreaux (117)
2025-01-23 05:00:00,2025,January,23,Thursday  ,1,Commercial,B&E,Break and Enter,Bay Street Corridor (76)
2025-01-24 05:00:00,2025,January,24,Friday    ,5,Commercial,Discharge Firearm With Intent,Assault,Milliken (130)
2025-01-24 05:00:00,2025,January,24,Friday    ,13,House,Assault - Resist/ Prevent Seiz,Assault,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Dovercourt-Wallace Emerson-Junction (93)
2025-01-24 05:00:00,2025,January,24,Friday    ,10,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-23 05:00:00,2025,January,23,Thursday  ,22,Outside,Theft Of Motor Vehicle,Auto Theft,Parkwoods-Donalda (45)
2025-01-23 05:00:00,2025,January,23,Thursday  ,20,Commercial,Theft Of Motor Vehicle,Auto Theft,Woburn (137)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,House,Theft Of Motor Vehicle,Auto Theft,Leaside-Bennington (56)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,House,Theft Of Motor Vehicle,Auto Theft,Annex (95)
2025-01-24 05:00:00,2025,January,24,Friday    ,18,Outside,Theft Of Motor Vehicle,Auto Theft,Clanton Park (33)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Commercial,Robbery - Business,Robbery,Danforth (66)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,Outside,Theft Of Motor Vehicle,Auto Theft,South Parkdale (85)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,Commercial,B&E,Break and Enter,Wexford/Maryvale (119)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,House,B&E,Break and Enter,Bayview Village (52)
2025-01-22 05:00:00,2025,January,22,Wednesday ,23,House,B&E,Break and Enter,Weston-Pelham Park (91)
2025-01-24 05:00:00,2025,January,24,Friday    ,18,Commercial,Robbery - Business,Robbery,Briar Hill-Belgravia (108)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,Outside,Theft Of Motor Vehicle,Auto Theft,South Parkdale (85)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,Commercial,Robbery - Business,Robbery,Rouge (131)
2025-01-24 05:00:00,2025,January,24,Friday    ,22,Commercial,Robbery - Business,Robbery,Islington-City Centre West (14)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Commercial,Assault - Resist/ Prevent Seiz,Assault,Bay Street Corridor (76)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Commercial,Assault - Resist/ Prevent Seiz,Assault,Cabbagetown-South St.James Town (71)
2025-01-23 05:00:00,2025,January,23,Thursday  ,22,House,Theft Of Motor Vehicle,Auto Theft,Long Branch (19)
2025-01-03 05:00:00,2025,January,3,Friday    ,13,Commercial,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Commercial,Robbery - Other,Robbery,Bay Street Corridor (76)
2025-01-24 05:00:00,2025,January,24,Friday    ,13,Outside,Robbery - Other,Robbery,Woburn (137)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Outside,Robbery - Other,Robbery,Bendale (127)
2025-01-23 05:00:00,2025,January,23,Thursday  ,19,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-24 05:00:00,2025,January,24,Friday    ,13,Outside,Robbery - Mugging,Robbery,Tam O'Shanter-Sullivan (118)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Commercial,Robbery With Weapon,Robbery,Danforth (66)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,4,Apartment,Theft Of Motor Vehicle,Auto Theft,Kingsview Village-The Westway (6)
2025-01-23 05:00:00,2025,January,23,Thursday  ,21,House,Theft Of Motor Vehicle,Auto Theft,L'Amoreaux (117)
2025-01-23 05:00:00,2025,January,23,Thursday  ,19,Outside,Theft Of Motor Vehicle,Auto Theft,Black Creek (24)
2025-01-14 05:00:00,2025,January,14,Tuesday   ,20,Outside,Theft Of Motor Vehicle,Auto Theft,Kingsview Village-The Westway (6)
2025-01-24 05:00:00,2025,January,24,Friday    ,4,Commercial,B&E,Break and Enter,Church-Yonge Corridor (75)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,Commercial,B&E,Break and Enter,Wexford/Maryvale (119)
2025-01-21 05:00:00,2025,January,21,Tuesday   ,18,Apartment,B&E,Break and Enter,South Riverdale (70)
2025-01-24 05:00:00,2025,January,24,Friday    ,4,Commercial,B&E,Break and Enter,Roncesvalles (86)
2025-01-23 05:00:00,2025,January,23,Thursday  ,12,Outside,Assault,Assault,Annex (95)
2025-01-24 05:00:00,2025,January,24,Friday    ,2,Apartment,Assault,Assault,Wexford/Maryvale (119)
2025-01-23 05:00:00,2025,January,23,Thursday  ,16,Outside,Assault,Assault,Scarborough Village (139)
2025-01-24 05:00:00,2025,January,24,Friday    ,7,Transit,Assault,Assault,Lansing-Westgate (38)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,Apartment,Assault,Assault,Ionview (125)
2025-01-24 05:00:00,2025,January,24,Friday    ,1,Apartment,Assault,Assault,Woburn (137)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,Commercial,Assault,Assault,Yorkdale-Glen Park (31)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,Outside,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-22 05:00:00,2025,January,22,Wednesday ,23,House,Assault,Assault,Weston-Pelham Park (91)
2025-01-22 05:00:00,2025,January,22,Wednesday ,23,House,Assault,Assault,Weston-Pelham Park (91)
2025-01-23 05:00:00,2025,January,23,Thursday  ,5,Commercial,B&E,Break and Enter,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,House,B&E,Break and Enter,Pleasant View (46)
2025-01-23 05:00:00,2025,January,23,Thursday  ,17,Commercial,B&E,Break and Enter,Forest Hill South (101)
2025-01-13 05:00:00,2025,January,13,Monday    ,4,Outside,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Commercial,Theft Of Motor Vehicle,Auto Theft,York University Heights (27)
2025-01-23 05:00:00,2025,January,23,Thursday  ,19,Apartment,Theft Of Motor Vehicle,Auto Theft,Victoria Village (43)
2025-01-24 05:00:00,2025,January,24,Friday    ,13,House,B&E W'Intent,Break and Enter,West Humber-Clairville (1)
2025-01-24 05:00:00,2025,January,24,Friday    ,4,House,Theft Of Motor Vehicle,Auto Theft,Centennial Scarborough (133)
2025-01-22 05:00:00,2025,January,22,Wednesday ,13,Apartment,B&E W'Intent,Break and Enter,Kensington-Chinatown (78)
2025-01-23 05:00:00,2025,January,23,Thursday  ,19,Commercial,B&E W'Intent,Break and Enter,Roncesvalles (86)
2025-01-01 05:00:00,2025,January,1,Wednesday ,0,Apartment,Assault,Assault,Moss Park (73)
2025-01-24 05:00:00,2025,January,24,Friday    ,6,Outside,Theft Of Motor Vehicle,Auto Theft,Humber Summit (21)
2025-01-24 05:00:00,2025,January,24,Friday    ,10,Other,Assault Bodily Harm,Assault,Rosedale-Moore Park (98)
2025-01-09 05:00:00,2025,January,9,Thursday  ,23,House,Assault Bodily Harm,Assault,Blake-Jones (69)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,House,Assault Bodily Harm,Assault,Glenfield-Jane Heights (25)
2025-01-24 05:00:00,2025,January,24,Friday    ,0,Outside,Robbery - Vehicle Jacking,Robbery,Willowdale West (37)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,Commercial,Robbery With Weapon,Robbery,Rouge (131)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Commercial,Robbery With Weapon,Robbery,Danforth (66)
2025-01-24 05:00:00,2025,January,24,Friday    ,14,Commercial,Robbery With Weapon,Robbery,Danforth (66)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,Outside,Robbery - Mugging,Robbery,Downsview-Roding-CFB (26)
2025-01-24 05:00:00,2025,January,24,Friday    ,8,Outside,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Apartment,Assault,Assault,Ionview (125)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Apartment,Assault,Assault,Ionview (125)
2025-01-24 05:00:00,2025,January,24,Friday    ,18,House,B&E,Break and Enter,Newtonbrook West (36)
2025-01-24 05:00:00,2025,January,24,Friday    ,18,Commercial,B&E,Break and Enter,Clairlea-Birchmount (120)
2025-01-03 05:00:00,2025,January,3,Friday    ,11,Transit,Assault,Assault,Rosedale-Moore Park (98)
2025-01-13 05:00:00,2025,January,13,Monday    ,13,Transit,Assault,Assault,Rouge (131)
2025-01-24 05:00:00,2025,January,24,Friday    ,16,Outside,Robbery - Delivery Person,Robbery,Westminster-Branson (35)
2025-01-05 05:00:00,2025,January,5,Sunday    ,11,Apartment,Assault,Assault,Downsview-Roding-CFB (26)
2025-01-19 05:00:00,2025,January,19,Sunday    ,12,Outside,Assault,Assault,Lansing-Westgate (38)
2025-01-18 05:00:00,2025,January,18,Saturday  ,0,House,B&E,Break and Enter,Yonge-Eglinton (100)
2025-01-23 05:00:00,2025,January,23,Thursday  ,23,Commercial,B&E,Break and Enter,Danforth (66)
2025-01-24 05:00:00,2025,January,24,Friday    ,10,House,B&E,Break and Enter,Downsview-Roding-CFB (26)
2025-01-24 05:00:00,2025,January,24,Friday    ,11,Apartment,Assault,Assault,Church-Yonge Corridor (75)
2025-01-25 05:00:00,2025,January,25,Saturday  ,11,Apartment,Assault,Assault,Niagara (82)
2025-01-25 05:00:00,2025,January,25,Saturday  ,6,Apartment,Assault,Assault,Don Valley Village (47)
2025-01-25 05:00:00,2025,January,25,Saturday  ,3,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-25 05:00:00,2025,January,25,Saturday  ,20,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-25 05:00:00,2025,January,25,Saturday  ,15,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-25 05:00:00,2025,January,25,Saturday  ,3,Apartment,Assault,Assault,Eringate-Centennial-West Deane (11)
2025-01-25 05:00:00,2025,January,25,Saturday  ,12,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-25 05:00:00,2025,January,25,Saturday  ,12,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-24 05:00:00,2025,January,24,Friday    ,22,Outside,Theft Of Motor Vehicle,Auto Theft,Clairlea-Birchmount (120)
2025-01-25 05:00:00,2025,January,25,Saturday  ,2,Outside,Assault,Assault,South Riverdale (70)
2025-01-25 05:00:00,2025,January,25,Saturday  ,1,Apartment,Assault,Assault,Elms-Old Rexdale (5)
2025-01-23 05:00:00,2025,January,23,Thursday  ,0,Apartment,Assault Peace Officer,Assault,Islington-City Centre West (14)
2025-01-24 05:00:00,2025,January,24,Friday    ,22,House,B&E,Break and Enter,West Humber-Clairville (1)
2025-01-25 05:00:00,2025,January,25,Saturday  ,17,Apartment,Robbery - Mugging,Robbery,Englemount-Lawrence (32)
2025-01-19 05:00:00,2025,January,19,Sunday    ,0,Outside,Theft Of Motor Vehicle,Auto Theft,Kennedy Park (124)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,House,Theft Of Motor Vehicle,Auto Theft,Stonegate-Queensway (16)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,Commercial,Robbery With Weapon,Robbery,Dufferin Grove (83)
2025-01-25 05:00:00,2025,January,25,Saturday  ,9,House,Assault Bodily Harm,Assault,Rosedale-Moore Park (98)
2025-01-23 05:00:00,2025,January,23,Thursday  ,0,Apartment,Assault Bodily Harm,Assault,Islington-City Centre West (14)
2025-01-25 05:00:00,2025,January,25,Saturday  ,6,Outside,Assault,Assault,NSA
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,Commercial,Assault Bodily Harm,Assault,Banbury-Don Mills (42)
2025-01-25 05:00:00,2025,January,25,Saturday  ,23,Outside,Assault Bodily Harm,Assault,Malvern (132)
2025-01-25 05:00:00,2025,January,25,Saturday  ,8,Apartment,B&E W'Intent,Break and Enter,Morningside (135)
2025-01-24 05:00:00,2025,January,24,Friday    ,3,Apartment,B&E W'Intent,Break and Enter,Dovercourt-Wallace Emerson-Junction (93)
2025-01-20 05:00:00,2025,January,20,Monday    ,13,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-04 05:00:00,2025,January,4,Saturday  ,9,Outside,Theft Of Motor Vehicle,Auto Theft,Willowridge-Martingrove-Richview (7)
2025-01-24 05:00:00,2025,January,24,Friday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Alderwood (20)
2025-01-25 05:00:00,2025,January,25,Saturday  ,6,Commercial,Theft Of Motor Vehicle,Auto Theft,West Humber-Clairville (1)
2025-01-19 05:00:00,2025,January,19,Sunday    ,11,Outside,Theft Of Motor Vehicle,Auto Theft,Kennedy Park (124)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,House,Theft Of Motor Vehicle,Auto Theft,Bedford Park-Nortown (39)
2025-01-25 05:00:00,2025,January,25,Saturday  ,8,Outside,Theft Of Motor Vehicle,Auto Theft,Taylor-Massey (61)
2025-01-25 05:00:00,2025,January,25,Saturday  ,5,Outside,Theft Of Motor Vehicle,Auto Theft,Ionview (125)
2025-01-25 05:00:00,2025,January,25,Saturday  ,20,Apartment,Assault,Assault,Mount Pleasant West (104)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,Transit,Assault,Assault,Regent Park (72)
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,Other,Assault,Assault,O'Connor-Parkview (54)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,Outside,Assault,Assault,Oakridge (121)
2025-01-23 05:00:00,2025,January,23,Thursday  ,18,Transit,Assault,Assault,Church-Yonge Corridor (75)
2025-01-25 05:00:00,2025,January,25,Saturday  ,15,Apartment,Assault,Assault,Woodbine-Lumsden (60)
2025-01-23 05:00:00,2025,January,23,Thursday  ,13,Apartment,Assault,Assault,Black Creek (24)
2025-01-25 05:00:00,2025,January,25,Saturday  ,18,Apartment,Assault,Assault,Weston-Pelham Park (91)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,Commercial,Assault,Assault,Humber Summit (21)
2025-01-25 05:00:00,2025,January,25,Saturday  ,20,Transit,Assault,Assault,Church-Yonge Corridor (75)
2025-01-25 05:00:00,2025,January,25,Saturday  ,13,House,Assault,Assault,Rockcliffe-Smythe (111)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,Apartment,Assault,Assault,Waterfront Communities-The Island (77)
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,Apartment,Assault,Assault,O'Connor-Parkview (54)
2025-01-25 05:00:00,2025,January,25,Saturday  ,19,House,Assault,Assault,Glenfield-Jane Heights (25)
2025-01-25 05:00:00,2025,January,25,Saturday  ,19,House,Assault,Assault,Glenfield-Jane Heights (25)
2025-01-24 05:00:00,2025,January,24,Friday    ,22,Outside,Theft Over,Theft Over,Clairlea-Birchmount (120)
2025-01-25 05:00:00,2025,January,25,Saturday  ,20,Apartment,Assault,Assault,Corso Italia-Davenport (92)
2025-01-24 05:00:00,2025,January,24,Friday    ,10,Other,Assault,Assault,Willowridge-Martingrove-Richview (7)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,House,B&E W'Intent,Break and Enter,Bayview Woods-Steeles (49)
2025-01-25 05:00:00,2025,January,25,Saturday  ,0,Outside,Theft Of Motor Vehicle,Auto Theft,Yonge-St.Clair (97)
2025-01-20 05:00:00,2025,January,20,Monday    ,3,House,B&E W'Intent,Break and Enter,L'Amoreaux (117)
2025-01-25 05:00:00,2025,January,25,Saturday  ,20,House,B&E,Break and Enter,Rosedale-Moore Park (98)
2025-01-25 05:00:00,2025,January,25,Saturday  ,17,Apartment,B&E,Break and Enter,Bridle Path-Sunnybrook-York Mills (41)
2025-01-25 05:00:00,2025,January,25,Saturday  ,0,Other,Assault Peace Officer,Assault,Waterfront Communities-The Island (77)
2025-01-25 05:00:00,2025,January,25,Saturday  ,17,Apartment,B&E,Break and Enter,Bridle Path-Sunnybrook-York Mills (41)
2025-01-24 05:00:00,2025,January,24,Friday    ,23,Outside,Assault With Weapon,Assault,Hillcrest Village (48)
2025-01-24 05:00:00,2025,January,24,Friday    ,23,Outside,Assault With Weapon,Assault,Hillcrest Village (48)
2025-01-25 05:00:00,2025,January,25,Saturday  ,1,House,Assault With Weapon,Assault,Dovercourt-Wallace Emerson-Junction (93)
2025-01-25 05:00:00,2025,January,25,Saturday  ,3,Outside,Assault With Weapon,Assault,Brookhaven-Amesbury (30)
2025-01-25 05:00:00,2025,January,25,Saturday  ,2,Other,Assault With Weapon,Assault,Waterfront Communities-The Island (77)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,House,Theft Of Motor Vehicle,Auto Theft,Stonegate-Queensway (16)
2025-01-25 05:00:00,2025,January,25,Saturday  ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Islington-City Centre West (14)
2025-01-24 05:00:00,2025,January,24,Friday    ,21,Outside,Theft Of Motor Vehicle,Auto Theft,Alderwood (20)
2025-01-20 05:00:00,2025,January,20,Monday    ,5,House,B&E,Break and Enter,Casa Loma (96)
2025-01-25 05:00:00,2025,January,25,Saturday  ,8,Outside,Theft Of Motor Vehicle,Auto Theft,Taylor-Massey (61)
2025-01-25 05:00:00,2025,January,25,Saturday  ,5,Outside,Theft Of Motor Vehicle,Auto Theft,Ionview (125)
2025-01-25 05:00:00,2025,January,25,Saturday  ,12,House,B&E,Break and Enter,Rouge (131)
2025-01-25 05:00:00,2025,January,25,Saturday  ,8,Commercial,B&E,Break and Enter,Bendale (127)
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,House,B&E,Break and Enter,Bridle Path-Sunnybrook-York Mills (41)
2025-01-23 05:00:00,2025,January,23,Thursday  ,0,Apartment,Assault With Weapon,Assault,Islington-City Centre West (14)
2025-01-25 05:00:00,2025,January,25,Saturday  ,8,Commercial,B&E,Break and Enter,Woburn (137)
2025-01-23 05:00:00,2025,January,23,Thursday  ,0,Apartment,Assault With Weapon,Assault,Islington-City Centre West (14)
2025-01-07 05:00:00,2025,January,7,Tuesday   ,8,Apartment,Assault,Assault,Church-Yonge Corridor (75)
2025-01-24 05:00:00,2025,January,24,Friday    ,20,Outside,Assault With Weapon,Assault,Don Valley Village (47)
2025-01-25 05:00:00,2025,January,25,Saturday  ,18,House,Assault With Weapon,Assault,Lambton Baby Point (114)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,House,Assault With Weapon,Assault,Maple Leaf (29)
2025-01-25 05:00:00,2025,January,25,Saturday  ,23,Outside,Assault With Weapon,Assault,Malvern (132)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,Transit,Assault,Assault,Regent Park (72)
2025-01-25 05:00:00,2025,January,25,Saturday  ,17,Apartment,Robbery - Other,Robbery,Englemount-Lawrence (32)
2025-01-25 05:00:00,2025,January,25,Saturday  ,14,Commercial,Assault,Assault,Banbury-Don Mills (42)
2025-01-24 05:00:00,2025,January,24,Friday    ,17,Transit,Assault,Assault,Rosedale-Moore Park (98)
2025-01-24 05:00:00,2025,January,24,Friday    ,22,Transit,Assault,Assault,Runnymede-Bloor West Village (89)
2025-01-25 05:00:00,2025,January,25,Saturday  ,3,Apartment,Theft From Mail / Bag / Key,Theft Over,Waterfront Communities-The Island (77)
2025-01-25 05:00:00,2025,January,25,Saturday  ,13,Commercial,Assault,Assault,Church-Yonge Corridor (75)
2025-01-25 05:00:00,2025,January,25,Saturday  ,10,Apartment,Assault,Assault,Forest Hill South (101)
2025-01-25 05:00:00,2025,January,25,Saturday  ,16,Commercial,Robbery - Business,Robbery,Willowdale East (51)
2025-01-26 05:00:00,2025,January,26,Sunday    ,23,House,Assault,Assault,Rockcliffe-Smythe (111)
2025-01-26 05:00:00,2025,January,26,Sunday    ,18,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-26 05:00:00,2025,January,26,Sunday    ,18,Other,Assault,Assault,Mimico (includes Humber Bay Shores) (17)
2025-01-26 05:00:00,2025,January,26,Sunday    ,13,Commercial,Assault With Weapon,Assault,Birchcliffe-Cliffside (122)
2025-01-26 05:00:00,2025,January,26,Sunday    ,8,Transit,Assault,Assault,Rockcliffe-Smythe (111)
2025-01-26 05:00:00,2025,January,26,Sunday    ,21,Outside,Robbery - Vehicle Jacking,Robbery,Woburn (137)
2025-01-26 05:00:00,2025,January,26,Sunday    ,12,Apartment,Assault With Weapon,Assault,Greenwood-Coxwell (65)
